City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
174,Caravelas,BR,82.09,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
175,Cockburn Town,TC,79.12,clear sky,21.4612,-71.1419,Osprey Beach Hotel
177,Okato,NZ,59.41,overcast clouds,-39.2,173.8833,Goodin Country Garden
178,Gulu,UG,78.44,overcast clouds,2.7746,32.299,ACHOLI INN
179,Arinos,BR,73.33,overcast clouds,-15.9169,-46.1056,casa do bruno
182,Dingle,PH,74.35,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
184,Cabo San Lucas,MX,79.52,overcast clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
186,Port-Gentil,GA,80.35,overcast clouds,-0.7193,8.7815,Fengshui Residence
187,Tuatapere,NZ,53.82,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
189,Eagle Pass,US,76.51,overcast clouds,28.7091,-100.4995,"Holiday Inn Express & Suites Eagle Pass, an IHG Hotel"
191,Qandala,SO,76.44,broken clouds,11.472,49.8728,
192,Msowero,TZ,74.43,scattered clouds,-6.5333,37.2,Sagumo House
194,Sandwick,GB,48.02,clear sky,60.0,-1.25,Beach House Self-Catering Accomodation
195,Tamandare,BR,81.09,scattered clouds,-8.7597,-35.1047,Pousada 100 Passos
196,Catamarca,AR,91.78,overcast clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
197,Neuenkirchen,DE,47.79,overcast clouds,52.2447,7.3718,Wilminks Parkhotel
198,Lere,NG,68.92,broken clouds,10.387,8.5726,
202,Bundaberg,AU,71.22,overcast clouds,-24.85,152.35,Takalvan Motel
203,Paita,PE,82.96,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
205,Saint-Philippe,RE,74.79,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
209,Nanakuli,US,80.55,clear sky,21.3906,-158.1547,Camp Pālehua
210,Kahului,US,78.84,clear sky,20.8947,-156.47,Maui Seaside Hotel
211,Victoria,HK,64.33,overcast clouds,22.2855,114.1577,Mini Hotel Central
213,Kernersville,US,70.86,overcast clouds,36.1199,-80.0736,"Holiday Inn Express Kernersville, an IHG Hotel"
214,Sao Joao Da Barra,BR,76.78,moderate rain,-21.6403,-41.0511,Pousada Porto De Canoas
215,Brae,GB,48.11,scattered clouds,60.3964,-1.353,Busta House Hotel
216,Harper,LR,80.83,clear sky,4.375,-7.7169,Screensaver
217,Dedougou,BF,82.36,broken clouds,12.4667,-3.4667,Hôtel Bon Séjour
219,Rawson,AR,81.21,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
221,Merauke,ID,78.91,overcast clouds,-8.4667,140.3333,
223,Aswan,EG,59.76,overcast clouds,24.0934,32.907,Nuba Nile
224,Yulara,AU,82.24,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
226,Filadelfia,US,60.12,clear sky,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
227,Nobres,BR,76.12,overcast clouds,-14.7203,-56.3275,Hotel Portal Nobres
229,Hualmay,PE,72.82,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
230,Castro-Urdiales,ES,52.23,clear sky,43.3829,-3.2204,Hotel Las Rocas Playa
231,Xai-Xai,MZ,72.05,overcast clouds,-25.0519,33.6442,Complexo da Familia
232,Bubaque,GW,82.67,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
233,Alexandria,EG,59.67,few clouds,31.2156,29.9553,Royal Crown Hotel
234,New Norfolk,AU,62.1,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
235,Kloulklubed,PW,83.73,broken clouds,7.0419,134.2556,Storyboard Beach Resort
236,Kasongo-Lunda,CD,71.42,few clouds,-6.4667,16.8167,
237,La Ligua,CL,74.98,clear sky,-32.4524,-71.2311,Hotel Anchimallen
240,Puerto Baquerizo Moreno,EC,69.03,broken clouds,-0.9,-89.6,Hotel los Algarrobos
241,Adre,TD,70.86,clear sky,13.4667,22.2,
243,Isangel,VU,71.71,broken clouds,-19.55,169.2667,Tanna Lodge
244,Meulaboh,ID,77.05,overcast clouds,4.1363,96.1285,Kost Pria
250,Kisangani,CD,74.64,overcast clouds,0.5167,25.2,Grand Ramela Hotel
251,Touros,BR,86.9,clear sky,-5.1989,-35.4608,INN NEW HORIZON
253,Karratha,AU,82.63,light rain,-20.7377,116.8463,ibis Styles Karratha
254,Anito,PH,78.57,light rain,12.4497,125.2886,FELIPA LAODENIO PROPERTY
255,Alanya,TR,48.33,overcast clouds,36.5438,31.9998,Panorama Hotel
256,Alwar,IN,50.13,clear sky,27.5667,76.6,Hotel Aashyana Alwar
257,Sibu,MY,73.18,overcast clouds,2.3,111.8167,RH HOTEL (4 Star)
260,Hamilton,US,48.65,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
265,Faya,SA,56.14,clear sky,18.3851,42.4509,املاك خالد الشعشوع
267,Mamallapuram,IN,78.06,scattered clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
268,Sibolga,ID,75.2,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
269,Bandarbeyla,SO,77.31,broken clouds,9.4942,50.8122,JABIR HOTEL
270,Avera,US,68.92,overcast clouds,33.194,-82.5271,
271,San Francisco,US,55.6,clear sky,37.7749,-122.4194,The Clift Royal Sonesta Hotel
272,Carbonia,IT,54.0,clear sky,39.1672,8.5222,Lu 'Hotel
273,Rantepao,ID,67.15,broken clouds,-2.9701,119.8978,Hotel Luta Resort
274,Bom Jesus,BR,90.68,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
275,Porto Novo,BJ,81.16,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
278,Constitucion,CL,65.37,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
279,Ewa Beach,US,80.55,clear sky,21.3156,-158.0072,Uncle Junior Robert
280,Nelson,NZ,61.7,clear sky,-41.2833,173.2833,Rutherford Hotel Nelson
281,Esperance,AU,58.68,overcast clouds,-33.8667,121.9,Hospitality Esperance
282,Najran,SA,61.16,clear sky,17.4924,44.1277,محمد هادي ال فطيح
284,La Palma,US,67.03,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
285,Yangjiang,CN,60.71,broken clouds,21.85,111.9667,HUALUXE Yangjiang City Center
286,De Aar,ZA,66.04,broken clouds,-30.6497,24.0123,Nyibiba Guesthouse
287,Alofi,NU,79.9,light rain,-19.0595,-169.9187,Taloa Heights
288,Ati,TD,75.29,clear sky,13.2154,18.3353,
289,Vestnes,NO,49.84,broken clouds,62.6264,7.0884,Vestheim youth center
291,Daru,PG,78.37,moderate rain,-9.0763,143.2092,Daru Lodge
292,Baguanos,CU,82.69,few clouds,20.7517,-76.0269,Magalis y William
293,Muncar,ID,77.94,overcast clouds,-8.4333,114.3333,Zaky Homestay
294,Gorontalo,ID,75.13,broken clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
295,Coahuayana,MX,88.25,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
296,Kudahuvadhoo,MV,82.26,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
299,Vallenar,CL,87.53,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
301,Saint-Joseph,RE,73.78,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
302,Lagoa,PT,58.75,overcast clouds,39.05,-27.9833,Casa Das Faias
303,Grass Valley,US,49.77,clear sky,39.2191,-121.0611,Holbrooke Hotel
309,Marsaxlokk,MT,54.09,few clouds,35.8419,14.5431,Water's Edge
310,Angoram,PG,76.15,overcast clouds,-4.0625,144.0661,
311,Guerrero Negro,MX,65.62,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
314,Kirakira,SB,78.19,overcast clouds,-10.4544,161.9205,SanBiz Lodge
316,Anajatuba,BR,86.2,overcast clouds,-3.2644,-44.6197,Pousada Por do Sol
317,Tevaitoa,PF,81.23,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
318,Flinders,AU,66.2,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
320,Mount Gambier,AU,73.31,overcast clouds,-37.8333,140.7667,The Commodore
321,Samarai,PG,80.71,moderate rain,-10.6167,150.6667,Nuli Sapi
322,San Patricio,US,81.01,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
324,Millbrook,US,71.67,overcast clouds,32.4799,-86.3619,Courtyard by Marriott Montgomery Prattville
325,Labrea,BR,80.24,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
326,Bowen,AU,79.79,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
328,Novo Aripuana,BR,81.07,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
329,Paramonga,PE,72.1,broken clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
330,Santa Rosalia,MX,64.85,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
332,Hobyo,SO,78.64,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
333,Westport,US,60.76,clear sky,41.1415,-73.3579,Norwalk Inn
334,Sandy Bay,AU,62.49,overcast clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
335,San Pedro,PH,79.11,overcast clouds,14.35,121.0167,Villa Veronica Resort Private Pool
340,Botshabelo,ZA,56.26,overcast clouds,-29.2702,26.7052,Botshabelo-L
341,Taltal,CL,69.19,overcast clouds,-25.4,-70.4833,Residencial Karime
342,Comodoro Rivadavia,AR,64.26,thunderstorm with light rain,-45.8667,-67.5,Austral Hotel
344,Geraldton,AU,55.81,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
345,Ahuimanu,US,78.78,few clouds,21.4447,-157.8378,Paradise Bay Resort
349,Kawhia,NZ,63.37,scattered clouds,-38.0651,174.8183,Kawhia Beachside Scape Holiday Park
351,Vila Velha,BR,85.95,moderate rain,-20.3297,-40.2925,Quality Suites Vila Velha
352,Xuddur,SO,80.53,overcast clouds,4.1213,43.8894,Banjanay Hotel
356,Alugan,PH,80.26,overcast clouds,12.2188,125.4808,JM Lodge
357,San Carlos,VE,88.29,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
359,Pimenta Bueno,BR,77.76,light rain,-11.6725,-61.1936,Cristalina Palace Hotel
360,Conway,US,55.24,mist,35.0887,-92.4421,"Country Inn & Suites by Radisson, Conway, AR"
361,Miraflores,MX,70.56,broken clouds,19.2167,-98.8083,Hotel Mansión
364,Manadhoo,MV,82.08,broken clouds,5.7667,73.3833,Reason Inn
365,Santiago Del Estero,AR,94.8,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
366,Dwarka,IN,69.57,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
367,Gashua,NG,69.91,clear sky,12.871,11.0482,Forte Oil - Old Lorry Park
368,Makakilo City,US,79.12,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
372,Glasgow,GB,46.2,overcast clouds,55.8652,-4.2576,Glasgow Marriott Hotel
373,Tambura,SS,82.13,overcast clouds,5.6,27.4667,Rikito Lodge
374,Damara,CF,81.43,overcast clouds,4.9608,18.7035,
375,Vaitape,PF,80.04,moderate rain,-16.5167,-151.75,Conrad Bora Bora Nui
376,Pinotepa De Don Luis,MX,87.94,clear sky,16.4167,-97.9167,
377,Port Lincoln,AU,60.4,clear sky,-34.7333,135.8667,Port Lincoln Hotel
379,Kavaratti,IN,82.31,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
382,Boa Vista,BR,85.98,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
383,Jeremie,HT,81.99,few clouds,18.65,-74.1167,Auberge’Inn
384,Klaksvik,FO,47.32,overcast clouds,62.2266,-6.589,Airbnb rooms
385,Maningrida,AU,80.04,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
388,Tucuman,AR,91.4,broken clouds,-26.8241,-65.2226,Dallas Hotel Tucuman
390,Gamba,GA,76.28,overcast clouds,-2.65,10.0,
391,Springdale,US,59.11,moderate rain,36.1867,-94.1288,Springdale Inn
397,Asfi,MA,61.75,clear sky,32.2994,-9.2372,Hôtel Abda
